,DV_DEVICE_NUMBER,Device Status,DV_DEVICE_STATUS_DESCRIPTION,Device Type,DV_TRAVEL_DISTANCE (in feet),DV_SPEED_FPS,DV_CAPACITY_LBS,DV_FLOOR_FROM,DV_FLOOR_TO,DV_COVERED,,,
4102,1P14891,A,ACTIVE,Passenger Elevator (P),107,100,2000,-1,17,18,,,
4103,1P16512,A,ACTIVE,Passenger Elevator (P),107,0.5,2500,-1,18,19,,,
4104,1P18061,A,ACTIVE,Passenger Elevator (P),107,0.5,2000,-1,18,19,,,
4105,1P18411,A,ACTIVE,Passenger Elevator (P),107,0.5,2000,-1,18,19,,,
4106,1P10708,A,ACTIVE,Passenger Elevator (P),107,0.666666667,1975,-1,18,19,,,
4107,1P22588,A,ACTIVE,Passenger Elevator (P),107,0.666666667,2000,-1,18,19,,,
4108,1P18256,A,ACTIVE,Passenger Elevator (P),107,1.25,1650,-1,18,19,,,
4109,1P25529,A,ACTIVE,Passenger Elevator (P),107,1.5,3500,-1,18,19,,,
4110,1P19364,A,ACTIVE,Passenger Elevator (P),107,1.533333333,2000,-1,18,19,,,
4111,1P10034,A,ACTIVE,Passenger Elevator (P),107,1.666666667,2000,-1,18,19,,,
4112,1P11454,A,ACTIVE,Passenger Elevator (P),107,1.666666667,2000,-1,18,19,,,
4113,1P17801,A,ACTIVE,Passenger Elevator (P),108,1.666666667,2500,-1,18,19,,,
4114,1P18060,A,ACTIVE,Passenger Elevator (P),108,1.666666667,2000,-1,18,19,,,
4115,1P18409,A,ACTIVE,Passenger Elevator (P),108,1.666666667,2000,-1,18,19,,,
4116,1P19273,A,ACTIVE,Passenger Elevator (P),108,1.666666667,2000,-1,18,19,,,
4117,1P2009,A,ACTIVE,Passenger Elevator (P),108,1.666666667,3000,-1,18,19,,,
4118,1P20166,A,ACTIVE,Passenger Elevator (P),108,1.666666667,2000,-1,18,19,,,
4119,1P20167,A,ACTIVE,Passenger Elevator (P),108,1.666666667,2000,-1,18,19,,,
4120,1P22590,A,ACTIVE,Passenger Elevator (P),108,1.666666667,2000,-1,18,19,,,
4121,1P24676,A,ACTIVE,Passenger Elevator (P),108,1.666666667,3000,-1,18,19,,,
4122,1P24986,A,ACTIVE,Passenger Elevator (P),108,1.666666667,2000,-1,18,19,,,
4123,1P25530,A,ACTIVE,Passenger Elevator (P),108,1.666666667,3500,-1,18,19,,,
4124,1P25766,A,ACTIVE,Passenger Elevator (P),108,1.666666667,2000,-1,18,19,,,
4125,1P18410,A,ACTIVE,Passenger Elevator (P),108,1.766666667,2000,-1,18,19,,,
4126,1P10017,A,ACTIVE,Passenger Elevator (P),108,2.5,2000,-1,18,19,,,
4127,1P10018,A,ACTIVE,Passenger Elevator (P),108,2.5,2000,-1,18,19,,,
4128,1P17430,A,ACTIVE,Passenger Elevator (P),108,2.5,2500,-1,18,19,,,
4129,1P18062,A,ACTIVE,Passenger Elevator (P),108,2.5,2000,-1,18,19,,,
4130,1P18412,A,ACTIVE,Passenger Elevator (P),108,2.5,2000,-1,18,19,,,
4131,1P18458,A,ACTIVE,Passenger Elevator (P),108,2.5,2200,-1,18,19,,,
4132,1P2497,A,ACTIVE,Passenger Elevator (P),108,2.5,4000,-1,18,19,,,
4133,1P24985,A,ACTIVE,Passenger Elevator (P),108,2.5,2000,-1,18,19,,,
4134,1P25702,A,ACTIVE,Passenger Elevator (P),108,2.5,2000,-1,18,19,,,
4135,1P13670,A,ACTIVE,Passenger Elevator (P),108,2.916666667,3500,-1,18,19,,,
4136,1P10709,A,ACTIVE,Passenger Elevator (P),108,3.333333333,1975,-1,18,19,,,
4137,1P12369,A,ACTIVE,Passenger Elevator (P),108,3.333333333,2500,-1,18,19,,,
4138,1P18055,A,ACTIVE,Passenger Elevator (P),108,3.333333333,2000,-1,18,19,,,
4139,1P18063,A,ACTIVE,Passenger Elevator (P),108,3.333333333,2000,-1,18,19,,,
4140,1P18459,A,ACTIVE,Passenger Elevator (P),108,3.333333333,2200,-1,18,19,,,
4141,1P18503,A,ACTIVE,Passenger Elevator (P),108,3.333333333,2000,-1,18,19,,,
4142,1P24958,A,ACTIVE,Passenger Elevator (P),108,3.333333333,2000,-1,18,19,,,
4143,1P25160,A,ACTIVE,Passenger Elevator (P),108,3.333333333,2500,-1,18,19,,,
4144,1P25181,A,ACTIVE,Passenger Elevator (P),108,3.333333333,2000,-1,18,19,,,
4145,1P25182,A,ACTIVE,Passenger Elevator (P),108,3.333333333,2000,-1,18,19,,,
4146,1P25546,A,ACTIVE,Passenger Elevator (P),109,3.333333333,2000,-1,18,19,,,
4147,1P13240,A,ACTIVE,Passenger Elevator (P),109,4.166666667,2500,-1,18,19,,,
4148,1P13668,A,ACTIVE,Passenger Elevator (P),109,4.166666667,3000,-1,18,19,,,
4149,1P18255,A,ACTIVE,Passenger Elevator (P),109,4.166666667,2250,-1,18,19,,,
4150,1P18496,A,ACTIVE,Passenger Elevator (P),109,4.166666667,2000,-1,18,19,,,
4151,1P18840,A,ACTIVE,Passenger Elevator (P),109,4.166666667,3500,-1,18,19,,,
4152,1P25527,A,ACTIVE,Passenger Elevator (P),109,4.166666667,3500,-1,18,19,,,
4153,1P25528,A,ACTIVE,Passenger Elevator (P),109,4.166666667,3500,-1,18,19,,,
4154,1P14013,A,ACTIVE,Passenger Elevator (P),109,5,2000,-1,18,19,,,
4155,1P14015,A,ACTIVE,Passenger Elevator (P),109,5,2000,-1,18,19,,,
4156,1P14016,A,ACTIVE,Passenger Elevator (P),109,5,2000,-1,18,19,,,
4157,1P14327,A,ACTIVE,Passenger Elevator (P),109,5,3500,-1,18,19,,,
4158,1P14651,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4159,1P17616,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4160,1P17617,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4161,1P17660,A,ACTIVE,Passenger Elevator (P),110,5,2500,-1,18,19,,,
4162,1P17807,A,ACTIVE,Passenger Elevator (P),110,5,2500,-1,18,19,,,
4163,1P18056,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4164,1P18261,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4165,1P18262,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4166,1P18461,A,ACTIVE,Passenger Elevator (P),110,5,2200,-1,18,19,,,
4167,1P18497,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4168,1P18500,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4169,1P18501,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4170,1P18502,A,ACTIVE,Passenger Elevator (P),110,5,2000,-1,18,19,,,
4171,1P18774,A,ACTIVE,Passenger Elevator (P),110,5,3000,-1,18,19,,,
4172,1P18835,A,ACTIVE,Passenger Elevator (P),110,5,3500,-1,18,19,,,
4173,1P18837,A,ACTIVE,Passenger Elevator (P),110,5,3500,-1,18,19,,,
4174,1P19198,A,ACTIVE,Passenger Elevator (P),110,5,2500,-1,18,19,,,
4175,1P1257,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2500,-1,18,19,,,
4176,1P15205,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2500,-1,18,19,,,
4177,1P15208,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2500,-1,18,19,,,
4178,1P16840,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4179,1P17279,A,ACTIVE,Passenger Elevator (P),110,5.833333333,3000,-1,18,19,,,
4180,1P17280,A,ACTIVE,Passenger Elevator (P),110,5.833333333,3000,-1,18,19,,,
4181,1P18057,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4182,1P18058,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4183,1P18059,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4184,1P18064,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4185,1P18065,A,ACTIVE,Passenger Elevator (P),110,5.833333333,,-1,18,19,,,
4186,1P18066,A,ACTIVE,Passenger Elevator (P),110,5.833333333,,-1,18,19,,,
4187,1P18068,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4188,1P18069,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4189,1P18250,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4190,1P18462,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2500,-1,18,19,,,
4191,1P18463,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2500,-1,18,19,,,
4192,1P18495,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4193,1P18833,A,ACTIVE,Passenger Elevator (P),110,5.833333333,3500,-1,18,19,,,
4194,1P18834,A,ACTIVE,Passenger Elevator (P),110,5.833333333,3500,-1,18,19,,,
4195,1P18836,A,ACTIVE,Passenger Elevator (P),110,5.833333333,3500,-1,18,19,,,
4196,1P18838,A,ACTIVE,Passenger Elevator (P),110,5.833333333,3500,-1,18,19,,,
4197,1P18839,A,ACTIVE,Passenger Elevator (P),110,5.833333333,3500,-1,18,19,,,
4198,1P19152,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4199,1P19270,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4200,1P25547,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4201,1P25703,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4202,1P25704,A,ACTIVE,Passenger Elevator (P),110,5.833333333,2000,-1,18,19,,,
4203,1P13681,A,ACTIVE,Passenger Elevator (P),110,6.666666667,2000,-1,18,19,,,
4204,1P17258,A,ACTIVE,Passenger Elevator (P),110,6.666666667,2500,-1,18,19,,,
4205,1P19153,A,ACTIVE,Passenger Elevator (P),110,6.666666667,2000,-1,18,19,,,
4206,1P19344,A,ACTIVE,Passenger Elevator (P),110,6.666666667,2000,-1,18,19,,,
4207,1P16094,A,ACTIVE,Passenger Elevator (P),110,7.5,6000,-1,18,19,,,
4208,1P18072,A,ACTIVE,Passenger Elevator (P),110,7.5,2000,-1,18,19,,,
4209,1P19365,A,ACTIVE,Passenger Elevator (P),110,7.5,2000,-1,18,19,,,
4210,1P19366,A,ACTIVE,Passenger Elevator (P),110,7.5,2000,-1,18,19,,,
4211,1P20086,A,ACTIVE,Passenger Elevator (P),110,7.5,2500,-1,18,19,,,
4212,1P14014,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4213,1P14649,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4214,1P14650,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4215,1P1536,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4216,1P15527,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4217,1P15644,A,ACTIVE,Passenger Elevator (P),110,8.333333333,3000,-1,18,19,,,
4218,1P15645,A,ACTIVE,Passenger Elevator (P),110,8.333333333,3000,-1,18,19,,,
4219,1P15900,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4220,1P15901,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4221,1P16922,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2500,-1,18,19,,,
4222,1P16923,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2500,-1,18,19,,,
4223,1P17703,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2500,-1,18,19,,,
4224,1P18070,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4225,1P18071,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4226,1P19163,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4227,1P19271,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4228,1P19272,A,ACTIVE,Passenger Elevator (P),110,8.333333333,2000,-1,18,19,,,
4229,1P2008,A,ACTIVE,Passenger Elevator (P),110,8.333333333,3000,-1,18,19,,,
4230,1P15282,A,ACTIVE,Passenger Elevator (P),110,10,3500,-1,18,19,,,
4231,1P15599,A,ACTIVE,Passenger Elevator (P),110,10,2000,-1,18,19,,,
4232,1P15651,A,ACTIVE,Passenger Elevator (P),110,10,3000,-1,18,19,,,
4233,1P19232,A,ACTIVE,Passenger Elevator (P),110,10,2500,-1,18,19,,,
4234,1P19405,A,ACTIVE,Passenger Elevator (P),110,10,2000,-1,18,19,,,
4235,1P19406,A,ACTIVE,Passenger Elevator (P),110,10,2000,-1,18,19,,,
4236,1P13644,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2500,-1,18,19,,,
4237,1P15206,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2500,-1,18,19,,,
4238,1P1531,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4239,1P1537,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4240,1P15481,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4241,1P15483,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4242,1P15526,A,ACTIVE,Passenger Elevator (P),110,11.66666667,3500,-1,18,19,,,
4243,1P15643,A,ACTIVE,Passenger Elevator (P),110,11.66666667,3000,-1,18,19,,,
4244,1P16029,A,ACTIVE,Passenger Elevator (P),110,11.66666667,1500,-1,18,19,,,
4245,1P16405,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4246,1P17259,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2500,-1,18,19,,,
4247,1P17260,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2500,-1,18,19,,,
4248,1P19247,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4249,1P19248,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4250,1P19249,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4251,1P20226,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4252,1P20236,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4253,1P20237,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4254,1P21418,A,ACTIVE,Passenger Elevator (P),110,11.66666667,2000,-1,18,19,,,
4255,1P15207,A,ACTIVE,Passenger Elevator (P),110,13.33333333,2500,-1,18,19,,,
4256,1P15533,A,ACTIVE,Passenger Elevator (P),110,13.33333333,3500,-1,18,19,,,
4257,1P15534,A,ACTIVE,Passenger Elevator (P),110,13.33333333,3500,-1,18,19,,,
4258,1P16092,A,ACTIVE,Passenger Elevator (P),110,16.66666667,6000,-1,18,19,,,
4259,1P16385,A,ACTIVE,Passenger Elevator (P),110,20,3500,-1,18,19,,,
4260,1P16387,A,ACTIVE,Passenger Elevator (P),110,20,3500,-1,18,19,,,
4261,1P16463,A,ACTIVE,Passenger Elevator (P),110,20,,-1,18,19,,,
4262,1P16637,A,ACTIVE,Passenger Elevator (P),111,0.5,3000,-1,19,20,,,
4263,1P23440,A,ACTIVE,Passenger Elevator (P),111,0.666666667,2000,-1,19,20,,,
4264,1P22039,A,ACTIVE,Passenger Elevator (P),111,1.666666667,2000,-1,19,20,,,
4265,1P23577,A,ACTIVE,Passenger Elevator (P),111,1.666666667,3000,-1,19,20,,,
4266,1P24164,A,ACTIVE,Passenger Elevator (P),111,1.666666667,2000,-1,19,20,,,
4267,1P24513,A,ACTIVE,Passenger Elevator (P),111,1.666666667,2000,-1,19,20,,,
4268,1P22833,A,ACTIVE,Passenger Elevator (P),111,2.5,2000,-1,19,20,,,
4269,1P22834,A,ACTIVE,Passenger Elevator (P),111,2.5,2000,-1,19,20,,,
4270,1P23188,A,ACTIVE,Passenger Elevator (P),111,2.5,2000,-1,19,20,,,
4271,1P24684,A,ACTIVE,Passenger Elevator (P),111,2.5,4000,-1,19,20,,,
4272,1P24729,A,ACTIVE,Passenger Elevator (P),111,2.5,2000,-1,19,20,,,
4273,1P22392,A,ACTIVE,Passenger Elevator (P),111,2.566666667,2000,-1,19,20,,,
4274,1P18384,A,ACTIVE,Passenger Elevator (P),111,2.916666667,1800,-1,19,20,,,
4275,1P24165,A,ACTIVE,Passenger Elevator (P),111,2.916666667,2000,-1,19,20,,,
4276,1P16638,A,ACTIVE,Passenger Elevator (P),111,3.333333333,3000,-1,19,20,,,
4277,1P17071,A,ACTIVE,Passenger Elevator (P),111,3.333333333,2000,-1,19,20,,,
4278,1P18504,A,ACTIVE,Passenger Elevator (P),112,3.333333333,2000,-1,19,20,,,
4279,1P22373,A,ACTIVE,Passenger Elevator (P),112,3.333333333,2000,-1,19,20,,,
4280,1P25771,A,ACTIVE,Passenger Elevator (P),112,3.333333333,2000,-1,19,20,,,
4281,1P17076,A,ACTIVE,Passenger Elevator (P),112,4.166666667,2000,-1,19,20,,,
4282,1P17442,A,ACTIVE,Passenger Elevator (P),112,4.166666667,2500,-1,19,20,,,
4283,1P18383,A,ACTIVE,Passenger Elevator (P),112,4.166666667,1800,-1,19,20,,,
4284,1P18385,A,ACTIVE,Passenger Elevator (P),112,4.166666667,1800,-1,19,20,,,
4285,1P19332,A,ACTIVE,Passenger Elevator (P),112,4.166666667,2500,-1,19,20,,,
4286,1P25676,A,ACTIVE,Passenger Elevator (P),112,4.166666667,3500,-1,19,20,,,
4287,1P25770,A,ACTIVE,Passenger Elevator (P),112,4.166666667,2000,-1,19,20,,,
4288,1P16629,A,ACTIVE,Passenger Elevator (P),112,5,2500,-1,19,20,,,
4289,1P18394,A,ACTIVE,Passenger Elevator (P),112,5,2000,-1,19,20,,,
4290,1P18493,A,ACTIVE,Passenger Elevator (P),112,5,2000,-1,19,20,,,
4291,1P18499,A,ACTIVE,Passenger Elevator (P),112,5,2000,-1,19,20,,,
4292,1P13309,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2000,-1,19,20,,,
4293,1P14854,A,ACTIVE,Passenger Elevator (P),112,5.833333333,3500,-1,19,20,,,
4294,1P16640,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2000,-1,19,20,,,
4295,1P17070,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2500,-1,19,20,,,
4296,1P17073,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2000,-1,19,20,,,
4297,1P17074,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2000,-1,19,20,,,
4298,1P17536,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2500,-1,19,20,,,
4299,1P18284,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2200,-1,19,20,,,
4300,1P18285,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2200,-1,19,20,,,
4301,1P18287,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2200,-1,19,20,,,
4302,1P18288,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2200,-1,19,20,,,
4303,1P18323,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2000,-1,19,20,,,
4304,1P18360,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2000,-1,19,20,,,
4305,1P18361,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2000,-1,19,20,,,
4306,1P18362,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2000,-1,19,20,,,
4307,1P18363,A,ACTIVE,Passenger Elevator (P),112,5.833333333,2000,-1,19,20,,,
4308,1P18494,A,ACTIVE,Passenger Elevator (P),113,5.833333333,2000,-1,19,20,,,
4309,1P19230,A,ACTIVE,Passenger Elevator (P),113,5.833333333,2000,-1,19,20,,,
4310,1P19331,A,ACTIVE,Passenger Elevator (P),113,5.833333333,2000,-1,19,20,,,
4311,1P19343,A,ACTIVE,Passenger Elevator (P),113,5.833333333,2500,-1,19,20,,,
4312,1P19395,A,ACTIVE,Passenger Elevator (P),113,5.833333333,2000,-1,19,20,,,
4313,1P19396,A,ACTIVE,Passenger Elevator (P),113,5.833333333,2000,-1,19,20,,,
4314,1P19403,A,ACTIVE,Passenger Elevator (P),113,5.833333333,2000,-1,19,20,,,
4315,1P23439,A,ACTIVE,Passenger Elevator (P),113,5.833333333,2000,-1,19,20,,,
4316,1P13072,A,ACTIVE,Passenger Elevator (P),113,8.333333333,2500,-1,19,20,,,
4317,1P13073,A,ACTIVE,Passenger Elevator (P),113,8.333333333,2500,-1,19,20,,,
4318,1P14995,A,ACTIVE,Passenger Elevator (P),113,8.333333333,2500,-1,19,20,,,
4319,1P16628,A,ACTIVE,Passenger Elevator (P),113,8.333333333,2500,-1,19,20,,,
4320,1P18937,A,ACTIVE,Passenger Elevator (P),113,8.333333333,3000,-1,19,20,,,
4321,1P19228,A,ACTIVE,Passenger Elevator (P),113,8.333333333,2000,-1,19,20,,,
4322,1P19229,A,ACTIVE,Passenger Elevator (P),113,8.333333333,2000,-1,19,20,,,
4323,1P19251,A,ACTIVE,Passenger Elevator (P),113,8.333333333,2000,-1,19,20,,,
4324,1P25464,A,ACTIVE,Passenger Elevator (P),113,8.333333333,3000,-1,19,20,,,
4325,1P14994,A,ACTIVE,Passenger Elevator (P),113,10,2500,-1,19,20,,,
4326,1P18324,A,ACTIVE,Passenger Elevator (P),113,10,2000,-1,19,20,,,
4327,1P19231,A,ACTIVE,Passenger Elevator (P),113,10,2000,-1,19,20,,,
4328,1P15825,A,ACTIVE,Passenger Elevator (P),114,11.66666667,2500,-1,19,20,,,
4329,1P1593,A,ACTIVE,Passenger Elevator (P),114,11.66666667,2500,-1,19,20,,,
4330,1P15582,A,ACTIVE,Passenger Elevator (P),114,13.33333333,2500,-1,19,20,,,
4331,1P16228,A,ACTIVE,Passenger Elevator (P),114,13.33333333,3000,-1,19,20,,,
4332,1P22370,A,ACTIVE,Passenger Elevator (P),114,13.33333333,2000,-1,19,20,,,
4333,1P22371,A,ACTIVE,Passenger Elevator (P),114,13.33333333,2000,-1,19,20,,,
4334,1P15718,A,ACTIVE,Passenger Elevator (P),114,16.66666667,2000,-1,19,20,,,
4335,1P1596,A,ACTIVE,Passenger Elevator (P),114,16.66666667,2100,-1,19,20,,,
4336,1P22480,A,ACTIVE,Passenger Elevator (P),114,16.66666667,3500,-1,19,20,,,
4337,1P16227,A,ACTIVE,Passenger Elevator (P),114,20,3000,-1,19,20,,,
4338,1P16386,A,ACTIVE,Passenger Elevator (P),114,20,3500,-1,19,20,,,
4339,1P18314,A,ACTIVE,Passenger Elevator (P),114,0.5,2000,-1,20,21,,,
4340,1P18315,A,ACTIVE,Passenger Elevator (P),114,0.5,2000,-1,20,21,,,
4341,1P20607,A,ACTIVE,Passenger Elevator (P),114,0.5,2000,-1,20,21,,,
4342,1P18308,A,ACTIVE,Passenger Elevator (P),114,0.583333333,2000,-1,20,21,,,
4343,1P22469,A,ACTIVE,Passenger Elevator (P),114,0.666666667,3500,-1,20,21,,,
4344,1P23497,A,ACTIVE,Passenger Elevator (P),114,1.35,2000,-1,20,21,,,
4345,1P19404,A,ACTIVE,Passenger Elevator (P),114,1.633333333,2000,-1,20,21,,,
4346,1P18297,A,ACTIVE,Passenger Elevator (P),114,1.666666667,2500,-1,20,21,,,
4347,1P18316,A,ACTIVE,Passenger Elevator (P),114,1.666666667,2500,-1,20,21,,,
4348,1P22329,A,ACTIVE,Passenger Elevator (P),114,1.666666667,2000,-1,20,21,,,
4349,1P22560,A,ACTIVE,Passenger Elevator (P),114,1.666666667,2000,-1,20,21,,,
4350,1P22612,A,ACTIVE,Passenger Elevator (P),115,1.666666667,2000,-1,20,21,,,
4351,1P23168,A,ACTIVE,Passenger Elevator (P),115,1.666666667,2000,-1,20,21,,,
4352,1P24660,A,ACTIVE,Passenger Elevator (P),115,1.666666667,2000,-1,20,21,,,
4353,1P24667,A,ACTIVE,Passenger Elevator (P),115,1.666666667,2000,-1,20,21,,,
4354,1P24971,A,ACTIVE,Passenger Elevator (P),115,1.666666667,2000,-1,20,21,,,
4355,1P24972,A,ACTIVE,Passenger Elevator (P),115,1.666666667,2000,-1,20,21,,,
4356,1P25646,A,ACTIVE,Passenger Elevator (P),115,1.666666667,2000,-1,20,21,,,
4357,1P20608,A,ACTIVE,Passenger Elevator (P),115,2.083333333,2000,-1,20,21,,,
4358,1P23292,A,ACTIVE,Passenger Elevator (P),115,2.083333333,3000,-1,20,21,,,
4359,1P24969,A,ACTIVE,Passenger Elevator (P),115,2.083333333,2000,-1,20,21,,,
4360,1P25338,A,ACTIVE,Passenger Elevator (P),115,2.083333333,2000,-1,20,21,,,
4361,1P25148,A,ACTIVE,Passenger Elevator (P),115,2.166666667,2000,-1,20,21,,,
4362,1P23956,A,ACTIVE,Passenger Elevator (P),115,2.333333333,2000,-1,20,21,,,
4363,1P23955,A,ACTIVE,Passenger Elevator (P),115,2.5,2000,-1,20,21,,,
4364,1P24414,A,ACTIVE,Passenger Elevator (P),115,2.5,2000,-1,20,21,,,
4365,1P24963,A,ACTIVE,Passenger Elevator (P),115,2.5,2000,-1,20,21,,,
4366,1P24964,A,ACTIVE,Passenger Elevator (P),115,2.5,2000,-1,20,21,,,
4367,1P25287,A,ACTIVE,Passenger Elevator (P),115,2.5,2000,-1,20,21,,,
4368,1P11607,A,ACTIVE,Passenger Elevator (P),115,3.333333333,3500,-1,20,21,,,
4369,1P17006,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2800,-1,20,21,,,
4370,1P17537,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2500,-1,20,21,,,
4371,1P18178,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2500,-1,20,21,,,
4372,1P18181,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2500,-1,20,21,,,
4373,1P18301,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2000,-1,20,21,,,
4374,1P19109,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2000,-1,20,21,,,
4375,1P19110,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2500,-1,20,21,,,
4376,1P19190,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2000,-1,20,21,,,
4377,1P20141,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2500,-1,20,21,,,
4378,1P20142,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2500,-1,20,21,,,
4379,1P24415,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2000,-1,20,21,,,
4380,1P24936,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2500,-1,20,21,,,
4381,1P24962,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2000,-1,20,21,,,
4382,1P25110,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2000,-1,20,21,,,
4383,1P25149,A,ACTIVE,Passenger Elevator (P),115,3.333333333,2000,-1,20,21,,,
4384,1P17534,A,ACTIVE,Passenger Elevator (P),116,3.75,2500,-1,20,21,,,
4385,1P13851,A,ACTIVE,Passenger Elevator (P),116,4.166666667,3500,-1,20,21,,,
4386,1P17075,A,ACTIVE,Passenger Elevator (P),116,4.166666667,2500,-1,20,21,,,
4387,1P18097,A,ACTIVE,Passenger Elevator (P),116,4.166666667,2500,-1,20,21,,,
4388,1P18307,A,ACTIVE,Passenger Elevator (P),116,4.166666667,2500,-1,20,21,,,
